Track Name,Artist Names,YouTube URL,Views
365,Zedd & Katy Perry,https://www.youtube.com/watch?v=YrbgUtCfnC0,140705331
365 FRESH,Triple H,https://www.youtube.com/watch?v=8gPQenyj1nI,33202395
365&7 (Live) (feat. Jamie),pH-1,https://www.youtube.com/watch?v=VLUQBp5eAdM,2726607
3일간의 사랑 (Three days of love),Lee Chanwon,https://www.youtube.com/watch?v=x2jJ6Ds31hs,495843
4 Walls,f(x),https://www.youtube.com/watch?v=4j7Umwfx60Q,43850709
400km (Feat. Kid Milli) (feat. Kid Milli),Han Yo-han,https://www.youtube.com/watch?v=Sq9DmUBdQMs,2895934
4시 44분,박봄 (Park Bom),https://www.youtube.com/watch?v=uaAAG1e4mTc,543498
5 Gawd 2 (Warrior Flow),SUPERBEE,https://www.youtube.com/watch?v=u7vOv8TiS58,1534414
5 STAR,CL,https://www.youtube.com/watch?v=JeGhUESd_1o,10763485
5 Years,GOD-TUK,https://www.youtube.com/watch?v=aQTLJCvhmT0,611776
5시 53분의 하늘에서 발견한 너와 나 (Blue Hour),TOMORROW X TOGETHER,https://www.youtube.com/watch?v=Vd9QkWsd5p4,137030512
"6 Cypher (Bizzy, Choiza, Gaeko, Jay Park, Dok2, Tiger JK)",Bizzy,https://www.youtube.com/watch?v=lEqjUJuG96o,25041737
7 Years,Lukas Graham,https://www.youtube.com/watch?v=LHCob76kigA,1225030348
7 rings,Ariana Grande,https://www.youtube.com/watch?v=QYh6mYIJG2Y,1109445746
9-TEEN,SEVENTEEN,https://www.youtube.com/watch?v=IezSWTlSNo4,2551841
90's Love,NCT U,https://www.youtube.com/watch?v=A5H8zBb3iao,114007268
9ucci,YUMDDA,https://www.youtube.com/watch?v=2Neo6ezwmkE,1613013
"9ucci (Remix) (feat. Paloalto, Jessi, Uneducated Kid & The Quiett)",YUMDDA,https://www.youtube.com/watch?v=roEjyglmMY8,3050864
9와 4분의 3 승강장에서 너를 기다려 (Run Away),TOMORROW X TOGETHER,https://www.youtube.com/watch?v=6yWPfUz0z94,98061737
9월의 바캉스 (Vacance in September),Kim Jae-hwan & Stella Jang,https://www.youtube.com/watch?v=oWrcy6M6Usk,879674
A Brand New Day (BTS World Original Soundtrack) (Zara Larsson & BTS(방탄소년단)),Zara Larsson & BTS,https://www.youtube.com/watch?v=6gkZGJG-yps,10564771
A Little Girl,Oh Hyuk,https://www.youtube.com/watch?v=bLoO0FSXncg,31130253
A Midsummer Night's Sweetness: Summer Again,San E,https://www.youtube.com/watch?v=myxdukZHJ9E,726421
A Whole New World,Mena Massoud & Naomi Scott,https://www.youtube.com/watch?v=eitDnP0_83k,103742154
A Whole New World,"Sterre Koning, Toni Pirosa, Karla Diaz, Carolina Deslandes, Adi Bity, --, Sylwia Przybysz, --, Naomi & Ekin Beril",https://www.youtube.com/watch?v=eitDnP0_83k,103742154
A midsummer night's sweetness,San E & Raina,https://www.youtube.com/watch?v=nkfMN-jaycA,7096967
A song from the past,Solar & Kassy,https://www.youtube.com/watch?v=NmtSIXzCrws,728673
A thought on an autumn night (가을밤에 든 생각),JANNABI,https://www.youtube.com/watch?v=9T_uq_HpfyQ,1079290
A-TEEN,SEVENTEEN,https://www.youtube.com/watch?v=SrqLA8tRkf8,3821667
ABCDEFG,Yang Joon-il,https://www.youtube.com/watch?v=sgtnES_pa3I,108699
AH YEAH (아예),WINNER,https://www.youtube.com/watch?v=Pm0_G8Zl0ek,25959061
AKMU - '항해(SAILING)' FULL ALBUM SAMPLER,AKMU,https://www.youtube.com/watch?v=tQbIvj7jM9A,472652
ALIEN,LEE SUHYUN,https://www.youtube.com/watch?v=GywDFkY3z-c,25251650
"AMBITION (feat. ASH ISLAND, Keem Hyo-eun, Hash Swan & CHANGMO)",Leellamarz,https://www.youtube.com/watch?v=K7o4nYV0ns4,21968612
APESHIT,The Carters,https://www.youtube.com/watch?v=kbMqWXnpXcA,255663744
APP (feat. Loopy),Kid Milli,https://www.youtube.com/watch?v=BznWfy6SGvo,727736
ASAP,STAYC,https://www.youtube.com/watch?v=NsY-9MCOIAQ,44879772
AYA,MAMAMOO,https://www.youtube.com/watch?v=UoI9riNffEU,80067554
Abyss,Jin,https://www.youtube.com/watch?v=aqtSOksH-NE,28288030
"Achoo Remix (feat. pH-1, Muchman, Skinny Brown, Louie, Leellamarz, Ourealgoat & Dbo)",Groovy Room & JUSTHIS,https://www.youtube.com/watch?v=P2ICs5maFM0,1887768
Actually.. I miss you (사실 나는) (feat. Gunho Jeon),GyeongseoYeji,https://www.youtube.com/watch?v=YJInKpVsBQA,6220677
Adios,EVERGLOW,https://www.youtube.com/watch?v=4gX_p1VkgA4,154705715
Advice,TAEMIN,https://www.youtube.com/watch?v=sQg4VCB3bYw,33461090
After Midnight,ASTRO,https://www.youtube.com/watch?v=qOt4NPfvLPQ,32908136
After School,Weeekly,https://www.youtube.com/watch?v=qfVuRQX0ydQ,116591453
After You’ve Gone(넘쳐흘러),M.C The Max,https://www.youtube.com/watch?v=g27XtqR7B0c,6421878
Ah puh,IU,https://www.youtube.com/watch?v=7n9D8ZeOQv0,20957510
Ai Mee Het Phon,เบิ้ล ปทุมราช อาร์สยาม,https://www.youtube.com/watch?v=fgFFuzmK2xU,263287264
Air,"Huckleberry P, Paloalto, Jowonu, YunB, G2, Sway D & REDDY",https://www.youtube.com/watch?v=OxWqRo34UYI,3085974
Airplane,IZ*ONE,https://www.youtube.com/watch?v=mMDaXgDNeH0,2936974
"Airplane, pt.2",BTS,https://www.youtube.com/watch?v=CxnJf0tWu48,223670919
Alcohol-Free,TWICE,https://www.youtube.com/watch?v=XA2YEHn-A8Q,205623710
All Falls Down  (feat. Noah Cyrus & Digital Farm Animals),Alan Walker,https://www.youtube.com/watch?v=6RLLOEzdxsM,237260586
All For You,Seo In Guk & Jeong Eun-ji,https://www.youtube.com/watch?v=3fR9Uzt06WM,29005696
All I Wanna Do [Korean Version] (feat. Hoody & Loco),Jay Park,https://www.youtube.com/watch?v=JPTunZy4Fl8,25277352
All I Wanna Do [Korean Version] (feat. Hoody & Loco),Jay Park,https://www.youtube.com/watch?v=ME_g_-M52cI,6760807
All I Want For Christmas Is You,Mariah Carey,https://www.youtube.com/watch?v=aAkMkVFwAoo,265692108
All I Want for Christmas Is You,Mariah Carey,https://www.youtube.com/watch?v=yXQViqx6GMY,724114496
All Is Found,Evan Rachel Wood,https://www.youtube.com/watch?v=a1HL26K1nL0,20113234
All Night,ASTRO,https://www.youtube.com/watch?v=ZEE1UC90I0o,26399515
All Night,Juice WRLD & BTS,https://www.youtube.com/watch?v=SfW0bU1b1iQ,6714144
All Night (feat. Sik-K),SOYOU,https://www.youtube.com/watch?v=KUh1fzZ5N4s,612341
All Night (전화해),ASTRO,https://www.youtube.com/watch?v=ZEE1UC90I0o,26399515
"All Night, the Idea of Two",Raon Lee,https://www.youtube.com/watch?v=LRlltRp4CIY,3315161
All The Way Up (K),Jay Park,https://www.youtube.com/watch?v=w4C03OoKGII,7504177
All about you (그대라는 시),TAEYEON,https://www.youtube.com/watch?v=QF7FydI-TZQ,14500947
Alligator,MONSTA X,https://www.youtube.com/watch?v=3C3hIJg4rHo,42033934
Alone,Alan Walker,https://www.youtube.com/watch?v=1-xGerv5FOk,1229477030
Already One Year (Drama Ver.),Mido and Falasol,https://www.youtube.com/watch?v=PHhvGsaxia8,3655497
Always be here (제자리 걸음),V.O.S,https://www.youtube.com/watch?v=wN_2eIXqVK4,551225
Amanda,YUMDDA,https://www.youtube.com/watch?v=Nj2dWCoS6YQ,4591966
Amazing You,Han Dong Geun,https://www.youtube.com/watch?v=WYy2fROj7uU,31214963
Amazing You (그대라는 사치),Lim Young-woong,https://www.youtube.com/watch?v=mqOFDVH2cOI,2214754
An Ordinary Day,Jung Seung Hwan,https://www.youtube.com/watch?v=GRWh711Y_dw,6473779
And July (feat. DEAN & dj friz ),Heize,https://www.youtube.com/watch?v=rCeM57e2BfU,60605108
